labeling,sentence
0,계약직이 끝나서 집에서 쉬고 있어. 주변에서는 언제까지 쉴 거냐고 자꾸 묻네.
4,친구가 내 카카오톡 메시지를 두 달째 안 읽고 있어서 신경쓰인다. 이젠 좀 슬퍼.
1,대학을 갈지 공무원 준비를 할지 잘 모르겠어. 너무 혼란스러워서 고민이야.
2,고혈압 진단받았을 때 관리를 해야 했는데 지금 고생하고 있어서 짜증 나.
1,요즘 죄책감이 많이 들어.
3,매일 밤 잠 드는 게 어려워. 너무나 불안해.
5,취업을 못 하면서 점점 주위 사람들을 만나는 걸 피하게 되는 것 같아.
5,노후 준비가 나를 억누르고 있어.
2,애가 커지면서 나가는 돈이 많아지고 있어. 부담이 점점 커져서 마음이 좀 그래.
2,쌍둥이 동생과 함께 학교에 다니는데 동생의 성적이 훨씬 잘 나와서 속상해.
5,티비 광고 보고 영양제를 샀는데 먹어보니 효과가 별로라 실망이야.
0,너무 행복해. 언니가 식재료를 또 보내줬어.
0,건강검진 결과가 생각보다 잘 나와서 다행이야.
5,노인정 족구대회에서 우승을 못했어. 아쉽고 실망스러워.
1,내 동기가 어떻게 된 일인지 갑작스럽게 사장의 눈에 들어 파격 승진을 하게 되었어.
4,엄마가 나를 더이상 사랑하지 않는 거 같아. 엄마가 맨날 잔소리만 해.
4,옆집 사람이 며느리 자랑을 해대서 질투가 나는구나.
2,아내가 폐렴인데 아들이 집에서 담배를 피워 대. 너무 이해가 안 가.
0,오늘 내 생일이었어.
5,친구들이 학교에서 쉬는 시간마다 자꾸 날 괴롭혀.
3,이렇게 술을 매일 마시면 간이 많이 상할 것 같아.
2,학원 가야 하는데 자꾸 학교에서 야자를 안 빼줘서 너무 열 받아.
4,남자 친구가 사실은 유부남이었어. 난 그걸 모르고 만났었는데 너무 억울해.
2,내가 트랜스젠더임을 알게 된 후 회사 사람들이 나를 피하는 것이 느껴져.
4,부장님은 왜 나한테만 일을 많이 주실까? 또 혼자 야근해야 해서 속상해.
0,학교에 학교 폭력 전담 상담실이 만들어져 상담이 가능해졌어.
0,남편이랑 지금처럼 아프지 않고 오래 살았으면 좋겠어.
1,내 후배가 진급해서 상사가 되었어. 자꾸 비교되고 나 자신이 초라해져.
4,가난한 집안 사정 때문에 우리 딸 수학 여행비도 못 주고 참 씁쓸하네.
1,우리 동네 사람들 다들 해외여행을 한 달에 한 번씩 간다던데 우리 집은 뒤떨어지는 기분이야.
5,자식들이 유산을 가지고 싸워. 속상하고 허망해.
2,운동해서 건강 챙겨야 하는데 야근해서 너무 피곤해.
0,다른 것은 몰라도 건강만큼은 자신 있어!
5,괴롭힘을 당할 때 내 단짝 친구가 그런 날 보고도 무시했어. 너무 슬펐어.
2,이사 온 동네에 운동할 곳이 마땅치가 않아.
5,난 건강하다고 생각했는데 검사 결과가 좋지 않아.
0,이번에 면접 본 회사가 있는데 아무래도 느낌이 좋아!
3,내가 조금만 피곤해하거나 감기에 걸리면 아내가 엄청 호들갑스럽게 반응해. 스트레스받아.
0,김 사장은 매너가 좋아서 노인정 모임에 데리고 가도 되겠어.
0,나는 회사 사람들과 좋은 관계를 유지할 수 있게 됐어.
2,학교 친구들이 나를 자꾸 괴롭혀. 이젠 더 이상 못 참겠어.
4,나는 끝났어. 파산에다 이혼도 당했어.
2,몸도 아픈데 왜 자꾸 일만 꼬이지?
0,재취업이 돼서 받게 된 첫 월급으로 온 가족이 외식할 예정이야. 너무 행복해.
0,어제 종합검진 결과가 나왔는데 내 협심증 증상이 많이 좋아졌대! .
2,우리 아들이 대학 준비를 하지 않고 취업을 하겠다고 자꾸 고집을 부려.
2,부하직원이 내가 지시한 업무를 하나도 안 했어.
4,죽기 전에 딸을 보고 싶어서 매일 딸에게 전화하지만 딸이 전화를 받지 않아서 걱정돼.
3,건강 챙기기 스트레스야.
0,괴롭힘 받았던 나를 친구들이 위로해주었어.
0,회사에서 마흔이 넘어서 진급해서 기뻐.
4,곧 건강을 회복할 수 있을 거란 의사의 말은 거짓말이었어. 난 정말 배신당한 기분이야.
1,나는 남자애들이랑 안 친한데 자꾸 말을 걸어서 당황스러워.
1,나는 밤을 새워가며 공부했는데 나와 성적이 비슷한 친구는 세 시간만 공부했다고 해.
1,병 때문에 딸에게 가게를 물려주고 은퇴하려고 했는데 딸이 싫다고 하니 당황스럽네.
2,아 진짜 어떡해 이번 시험 진짜 열심히 풀었는데 답안지 다 밀려 써서 짜증 나.
1,애들이 놀려서 얼굴이 빨개졌는데 너무 부끄러워.
3,지난번에 독서실에 간다고 하고 영화 보러 갔었는데 오빠한테 들켰어. 엄마한테 얘기할까 봐 걱정이야.
0,다음 주면 드디어 나도 정규직으로 전환돼. 너무 기뻐.
4,독감에 심하게 걸려서 너무 괴로워.
4,내 친구마저 나한테 욕을 했어.
4,내 옆 환자랑은 다르게 나는 아무도 병문안을 와주지 않아.
2,내 성적을 보고 웃음을 터뜨렸던 친구한테 정색하고 화를 냈어.
1,왕년에는 내가 정말 힘이 좋기로 유명했는데 오늘 회사에서 여직원과 팔씨름을 했는데 졌어.
1,자식들이 손주 키우느라 바쁜데 나까지 챙긴다고 고생하는 모습을 보니까 너무 미안해.
3,지난번 기말고사보다 성적이 더 떨어져서 걱정이야.
5,급식실에서 나와 같이 밥을 먹었던 친구가 같이 따돌림을 받게 되었어.
0,오늘 건강검진을 했는데 아주 건강하다네.
2,날 괴롭히는 애들로부터 벗어나고 싶어. 너무 화가 나고 답답해.
4,나에게는 두 살 어린 여동생이 있어.
0,병실 사람들과 내 병을 같이 이야기하니 위로받는 느낌이야. 편안하고 좋네.
3,새로 들어온 신입들의 스펙을 보자면 나보다 뛰어난 친구들이 많아서 위축돼.
2,어제 내가 잘못한 일도 아닌데 아빠에게 혼나서 너무 화가 나!
3,아들이 사고를 당했다는 소식을 들어서 너무 초조해.
5,왜 세상은 내게만 이런 희귀병을 주었는지 모르겠어.
5,부모님 안 계신 게 내 잘못이 아니야.
3,나도 아직 불완전한 사람인데 좋은 엄마가 될 수 있을까 불안해.
5,나는 열심히 일해도 보람이 없어 나는 되는 일이 없어
2,내 주차 자리에 다른 사람이 주차하고 전화를 안 받아서 화가 나 내 차로 막아버렸어.
5,언제나 나보다는 내 가족들 건강을 챙겼는데 이제 와서 생각하니 후회가 돼.
5,업무 스트레스를 후배에게 화풀이한 것 같아서 후회돼.
2,아니 어떻게 걔가 나한테 사기를 칠 수 있어?
5,출산을 앞두고 너무 긴장해서 온몸이 마비된 기분이야.
2,친구들한테 따돌림을 당해서 혼자 학교 쪽방에서 울면서 빵 먹고 있는 내 자신이 너무 비참해.
5,엄마가 이유 없이 화내는 것 같아서 속상해.
0,이번 면접 준비를 오랫동안 해서 매우 느긋해. 연습한 대로 면접 보면 취업할 수 있을 것 같아.
1,취업했는데 계약직으로 들어왔어. 다들 정규직으로 취직하는데 나는 왜 부끄럽게 계약직일까?
5,영희라는 친구가 있는데 정말 정이 떨어졌어
0,가해자들이 이제 전학을 갔어. 난 지금 무척이나 기뻐.
0,이번엔 공부 열심히 했으니까 분명 성적이 오를 거야.
3,결혼하고 나서 친구들과 멀어진 건지 혼란스러워.
4,오늘도 열심히 일하고 왔더니 집안 꼴이 아주 엉망이야. 너무 속상해.
3,일하다 보면 내 건강에 대해 불안감을 느낄 때가 많아.
3,고독하게 죽은 내 친구가 가족이 없는 고아라는 사실을 알았어. 당혹스러워.
0,일 년 내내 나를 왕따 시켰던 무리가 드디어 징계를 받았어.
5,친구들이 자꾸 나를 피하는 것 같아.
1,예전에는 주변에 사람이 많았는데 어느 순간 찾아오는 사람이 없어서 당황스러워.
5,돈이 없어서 나이 들고 무시를 당하고 있어.
2,같이 취업 스터디를 하자고 나를 끌어들인 친구가 매번 제때 잘 나오지를 않아서 짜증 나.
1,오늘 회사에서 사고를 쳐서 나 자신이 너무 한심해.
0,인간관계는 노력한다고 되는 게 아니더라.
5,아빠가 지방으로 발령이 나서 이사를 가야 하는데 친구들과 헤어지기 싫어.
5,내 몸 건강이 최근에 안 좋아진 것 같아 슬퍼.
3,아내가 척추 마취 수술 중인데 의료진들이 분주하게 안으로 들어갔어. 너무 불안해.
0,우리 전공 교수님의 수업 내용이 너무 알차고 도움이 많이 되어서 좋아.
0,어제 건강 검진했는데 아주 깨끗하대.
2,사람이 많은 지하철에서 다른 사람은 신경 쓰지도 않고 큰 소리로 통화하는 사람이 있어.
4,평소 성실했던 김 대리에게 주식투자를 맡겼는데 어느 날 퇴사한 뒤 잠적해버렸어. 지금 너무 놀라서 말도 안 나와.
1,다른 직원들 퇴근한 뒤 밀린 업무 하느라 상사와 단둘이 야근하게 되어 당황스러워.
5,난 부모님 닮아서 아무리 공부해도 성적이 안 올라.
4,어제 작은 실수를 했는데 김 영감이 크게 꾸짖어서 민망했어.
1,할머니라고 무시하는지 어떤 할아버지가 시비를 걸어와서 당황스러워.
4,죽음만큼은 내가 선택하고 싶어서 자식들에게 말했더니 허락해 주지 않아 속상해.
3,난 눈이 작은데 만나는 사람들이 다 내 눈을 보고 비웃는다는 생각이 들어. 그래서 사람 만나는 게 무서워.
3,남편과 난 아이들의 반항 때문에 사고 칠까 봐 불안해.
2,내가 지망하는 학교의 경쟁률이 높아질까 봐 친구들한테 다른 학교를 자랑했어.
5,난 이번 시험 열심히 노력했는데 왜 점수가 이 정도밖에 안 나왔지!
2,과외를 받는 학생이 자꾸 지각 해서 좀 짜증이 나.
2,돈이 없는 게 지긋지긋해서 구역질이나. 육십 대인데 할 일을 찾아봐야겠어.
2,요즘 애들이 내 말을 무시하는 것 같아서 짜증이 나!
5,부모님께 따돌림당한다는 얘길 어떻게 해야 할지 모르겠어. 정말 걱정시키고 싶지 않은데.
4,나도 같은 노인인데 노인정에서 나만 빼고 잔치를 한 것을 알고는 상처를 받았어.
3,투자한 주식 종목이 계속 내려가서 두려워.
4,남편이 요즘 내 말을 귀 기울여 들어주질 않아. 혼자 고립된 것 같아.
4,딸이 남편에게만 몰래 용돈을 준 걸 알게 되어서 너무 섭섭해.
4,엄마는 내가 방에 틀어박혀 공부만 하길 바라나 봐. 난 마음에 상처를 입었어.
0,이번에 무사히 출산했어. 정말 다행이야.
3,어제 직장동료가 술 한잔하자고 했는데 숙취가 걱정돼서 거절했어.
3,형이 아끼는 프라모델을 실수로 고장 냈는데 형이 뭐라고 할까 봐 너무 불안해.
3,오늘은 또 어떤 진상들이 전화로 난리 칠지 무서워.
0,노인정에 있으면 편안하게 느껴져.
1,바빠지다 보니 부모님과의 관계에 소홀해진 것 같아서 죄책감이 들어.
5,내가 기획했던 프로젝트들이 제대로 실현도 못된 채로 끝나 버렸어 너무 슬퍼.
0,얼마 전에 건강검진을 받았는데 모두 정상 판정이 나왔어.
4,며칠 뒤 여자친구의 생일이어서 선물해 주고 싶은데 돈이 부족해서 원하는 것을 사줄 수가 없을 것 같아.
3,주변 사람들이 자꾸 아프니까 마음이 너무 무겁고 불안해.
3,이제는 새로운 꿈을 찾는 것보다는 죽음을 준비해야 할 때인 것 같아. 너무 슬퍼.
3,헬스장에 가면 운동 기구에서 안 비켜주는 애들이 있어서 진짜 스트레스 받아.
2,나는 기분이 안 좋으면 남편한테 엄청나게 툴툴대. 이걸 나 스스로 알고 있어서 화가 나.
2,오늘 아들놈을 호되게 좀 혼내야겠어.
1,내 예금통장이 어디 있는지 모르겠어! 분명 서랍에 넣어놨는데.
0,오후 출근이라 늦잠 잘 수 있어서 너무 좋았어.
4,남편이 약속을 어기고 내게 또 거짓말을 해서 배신감을 느껴.
2,회사 임원진들이 현재 실무진 파악을 못 하고 있는 거 같아. 너무 힘들어.
0,내가 이제 드디어 정년을 맞이하게 되는구나.
1,백화점에서 아내가 직원이 추천해준 물건을 손에 들고 내게 어떤 것 같냐고 물어보고 있어.
3,회사에서는 사내 분위기를 새롭게 변화시키려 하지만 쉽게 바꾸기는 어려울 것 같아.
3,신입사원이 큰 사고를 쳤는데 아무 말도 안 하고 있었어. 또 숨긴 게 있을지 불안해.
3,계약직 근무한 지 일 년째인데 재계약이 될 수 있을지 초조해.
3,오늘 회사 엠티 날인데 진짜 가기 싫어.
3,아무 계획 없이 딸이 갑자기 휴학을 하겠다고 그러네.
2,모임에서 돈을 모아 해외여행을 가자고 했는데 언제 갈 수 있는 건지 궁금해.
0,친구한테 남자를 소개해줬는데 둘이 사귀는 것 같아!
5,오랫동안 병원에 입원하니까 너무 답답하고 우울해지는 것 같아.
4,항암치료를 오래 해서 그런지 노인정에서 내가 제일 늙어 보이는 것 같아서 마음에 상처가 갔어.
2,아무래도 노년을 위해 뭔가 준비해야겠어.
1,오늘 아침에 갑자기 일어서는데 빈혈 때문에 어지러워서 넘어질 뻔해서 당황했어.
4,친구는 말을 너무 직설적으로 해. 내가 무슨 옷이 어울리냐고 물어보면 다 안 어울린다고 해.
5,노조 설립을 허가해 주지 않는 회사의 결정에 실망했어.
4,나이 들어서 몸이 아파 자식들을 보고 싶어도 요즘 얼굴 보기가 힘드네. 자식들한테 배신감 느껴.
5,오늘 잘하면 프로젝트를 끝낼 수 있을 줄 알았는데 오류가 발생했어. 고치려면 시간이 얼마나 걸릴지 모르겠어.
4,김 대리가 청첩장을 나만 쏙 빼고 돌리더라. 너무 속상한데 티를 낼 수가 없었어.
5,아들이 시험 성적이 너무 안 나왔어. 실망스러워.
5,나랑 친했던 친구가 갑자기 내가 인사한 거 보고도 그냥 가버렸어. 너무 당황스러웠어.
3,나랑 예전에 싸운 옆집 할아버지가 갑자기 내 병실을 찾아와서 당혹스러워.
5,여동생이 아픈데 병원에 가기 싫다고 자연 치유하겠다며 산에 들어가려고 해서 너무 답답해.
